District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
240,Pritchett RE-3,7176,Pritchett Middle School,M,SOUTHEAST REGION,Small Rural,,,Insufficient State Data,,"2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
2690,Pueblo City 60,738,Belmont Elementary School,E,PIKES PEAK REGION,Not Rural,,67,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,822,Bessemer Elementary School,E,PIKES PEAK REGION,Not Rural,,35.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2690,Pueblo City 60,860,Beulah Heights Elementary School,E,PIKES PEAK REGION,Not Rural,,45,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,954,Bradford Elementary School,E,PIKES PEAK REGION,Not Rural,,42.6,Improvement Plan: Low Participation,,
2690,Pueblo City 60,1304,Carlile Elementary School,E,PIKES PEAK REGION,Not Rural,,54.2,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,1402,Centennial High School,H,PIKES PEAK REGION,Not Rural,,48.1,Improvement Plan: Low Participation,,2014 Denied request to reconsider
2690,Pueblo City 60,1454,Central High School,H,PIKES PEAK REGION,Not Rural,Year 4,41.5,Priority Improvement Plan: Meets 95% Participation,Year 5 of Priority Improvement or Turnaround,2016 Approved request to reconsider
2690,Pueblo City 60,1488,Chavez/Huerta K-12 Preparatory Academy,EMH,PIKES PEAK REGION,Not Rural,,47.9,Improvement Plan: Meets 95% Participation,,"2012, 2013 Approved request to reconsider"
2690,Pueblo City 60,1828,Columbian Elementary School,E,PIKES PEAK REGION,Not Rural,,57.7,Performance Plan: Low Participation,,
2690,Pueblo City 60,2096,Corwin International Magnet School,EM,PIKES PEAK REGION,Not Rural,,72,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,2394,East High School,H,PIKES PEAK REGION,Not Rural,,41.9,Improvement Plan: Low Participation,,"2017, 2019 Approved request to reconsider"
2690,Pueblo City 60,2438,Eva R Baca Elementary School,E,PIKES PEAK REGION,Not Rural,,53.5,Performance Plan: Low Participation,,
2690,Pueblo City 60,2620,Fountain International Magnet School,E,PIKES PEAK REGION,Not Rural,,85,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,756,Franklin School of Innovation,E,PIKES PEAK REGION,Not Rural,,34.1,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2690,Pueblo City 60,1504,Goodnight Elementary School,EM,PIKES PEAK REGION,Not Rural,,61.5,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,3724,Haaff Elementary School,E,PIKES PEAK REGION,Not Rural,,66.5,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,3924,Heritage Elementary School,E,PIKES PEAK REGION,Not Rural,,39.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2690,PUEBLO CITY 60,8030,HEROES ACADEMY PREK-5,E,,,Year 4,32.5,School Code Closed 2019-20,,
2690,PUEBLO CITY 60,3206,HEROES MIDDLE SCHOOL,M,,,Year 8,39.3,School Code Closed 2019-20,,
2690,Pueblo City 60,3976,Highland Park Elementary School,E,PIKES PEAK REGION,Not Rural,Year 1,35.2,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,
2690,Pueblo City 60,4302,Irving Elementary School,E,PIKES PEAK REGION,Not Rural,,25.8,Turnaround Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2690,Pueblo City 60,5916,Minnequa Elementary School,E,PIKES PEAK REGION,Not Rural,Year 6,39.4,Improvement Plan: Meets 95% Participation,Year 6 On Watch,"2018, 2019 Approved request to reconsider"
2690,Pueblo City 60,6132,Morton Elementary School,E,PIKES PEAK REGION,Not Rural,,59.4,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,6677,Paragon Learning Center,H,PIKES PEAK REGION,Not Rural,,46.95,AEC: Priority Improvement Plan,Year 1 of Priority Improvement or Turnaround,"2017 New school, deferred to district rating; 2018 Approved request to reconsider"
2690,Pueblo City 60,6770,Park View Elementary School,E,PIKES PEAK REGION,Not Rural,,49.1,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,5048,Pueblo Academy of Arts,M,PIKES PEAK REGION,Not Rural,,45.2,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,7209,Pueblo Charter School for the Arts & Sciences,EM,PIKES PEAK REGION,Not Rural,,51.8,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,6775,Pueblo School for Arts & Sciences at Fulton Height,E,PIKES PEAK REGION,Not Rural,,82.6,Performance Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
2690,Pueblo City 60,4376,Risley International Academy of Innovation,M,PIKES PEAK REGION,Not Rural,Year 8,40.6,Priority Improvement Plan: Low Participation,Year 9 of Priority Improvement or Turnaround,
2690,Pueblo City 60,7481,Roncalli Stem Academy,M,PIKES PEAK REGION,Not Rural,Year 2,43,Improvement Plan: Meets 95% Participation,Year 2 On Watch,
2690,Pueblo City 60,8082,South High School,H,PIKES PEAK REGION,Not Rural,,49.4,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,8116,South Park Elementary School,E,PIKES PEAK REGION,Not Rural,,45,Improvement Plan: Meets 95% Participation,,
2690,Pueblo City 60,8402,Sunset Park Elementary School,E,PIKES PEAK REGION,Not Rural,,63.4,Performance Plan: Meets 95% Participation,,
2690,Pueblo City 60,9188,W H Heaton Middle School,M,PIKES PEAK REGION,Not Rural,,57,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,5990,70 Online,EMH,PIKES PEAK REGION,Not Rural,,66.75,AEC: Performance Plan,,"2012 Insufficient state evidence, deferred to district rating, 2013 Denied request to reconsider, 2014 Retroactive AEC status granted for 201314"
2700,Pueblo County 70,472,Avondale Elementary School,E,PIKES PEAK REGION,Not Rural,,53.7,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,852,Beulah Elementary School,E,PIKES PEAK REGION,Not Rural,,69.4,Performance Plan: Low Participation,,
2700,Pueblo County 70,856,Beulah Middle School,M,PIKES PEAK REGION,Not Rural,,85.2,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,1377,Cedar Ridge Elementary School,E,PIKES PEAK REGION,Not Rural,,59.9,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7532,Craver Middle School,M,PIKES PEAK REGION,Not Rural,,53.3,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,26,Desert Sage Elementary School,E,PIKES PEAK REGION,Not Rural,,66.9,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7210,Liberty Point Elementary School,E,PIKES PEAK REGION,Not Rural,,56.6,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7212,Liberty Point International School,M,PIKES PEAK REGION,Not Rural,,49.1,Improvement Plan: Meets 95% Participation,,
2700,Pueblo County 70,6354,North Mesa Elementary School,E,PIKES PEAK REGION,Not Rural,,57.5,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7086,Pleasant View Middle School,M,PIKES PEAK REGION,Not Rural,,69.3,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7153,Prairie Winds Elementary School,E,PIKES PEAK REGION,Not Rural,,51.1,Improvement Plan: Meets 95% Participation,,
2700,Pueblo County 70,7208,Pueblo County High School,H,PIKES PEAK REGION,Not Rural,,49.2,Improvement Plan: Meets 95% Participation,,
2700,Pueblo County 70,7214,Pueblo West High School,H,PIKES PEAK REGION,Not Rural,,56.8,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7530,Rye Elementary School,E,PIKES PEAK REGION,Not Rural,,65.2,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7534,Rye High School,H,PIKES PEAK REGION,Not Rural,,70.2,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7886,Sierra Vista Elementary School,E,PIKES PEAK REGION,Not Rural,,69.6,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,25,Sky View Middle School,M,PIKES PEAK REGION,Not Rural,,53.2,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,8110,South Mesa Elementary School,E,PIKES PEAK REGION,Not Rural,,60,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,8420,Swallows Charter Academy,EM,PIKES PEAK REGION,Not Rural,,57.8,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,7879,Swallows Charter Academy High School,H,PIKES PEAK REGION,Not Rural,,63.7,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,8810,The Connect Charter School,M,PIKES PEAK REGION,Not Rural,,92.5,Performance Plan: Meets 95% Participation,,
2700,Pueblo County 70,9084,Villa Bella Expeditionary School,E,PIKES PEAK REGION,Not Rural,,,Performance Plan,,"2019 New school, deferred to district rating"
2700,Pueblo County 70,9130,Vineland Elementary School,E,PIKES PEAK REGION,Not Rural,,48.8,Improvement Plan: Meets 95% Participation,,2016 Approved request to reconsider
2700,Pueblo County 70,9134,Vineland Middle School,M,PIKES PEAK REGION,Not Rural,,56.9,Performance Plan: Meets 95% Participation,,
2720,Rangely RE-4,7268,Parkview Elementary School,E,NORTHWEST REGION,Small Rural,,56.5,Performance Plan: Meets 95% Participation,,
2720,Rangely RE-4,7276,Rangely Junior/Senior High School,MH,NORTHWEST REGION,Small Rural,,59.3,Performance Plan: Meets 95% Participation,,
2865,Revere School District,7050,Revere Elementary,E,NORTHEAST REGION,Small Rural,,,Insufficient State Data: Low Participation,,
2865,Revere School District,7322,Revere Junior-Senior High School,MH,NORTHEAST REGION,Small Rural,,61.7,Improvement Plan: Decreased due to Participation,,
2590,Ridgway R-2,7342,Ridgway Elementary School,E,WEST CENTRAL REGION,Small Rural,,52.5,Improvement Plan: Meets 95% Participation,,
2590,Ridgway R-2,7346,Ridgway High School,H,WEST CENTRAL REGION,Small Rural,,81.6,Performance Plan: Meets 95% Participation,,
2590,Ridgway R-2,7344,Ridgway Middle School,M,WEST CENTRAL REGION,Small Rural,,83.2,Performance Plan: Low Participation,,
1180,Roaring Fork RE-1,560,Basalt Elementary School,E,NORTHWEST REGION,Rural,,38.1,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
1180,Roaring Fork RE-1,570,Basalt High School,H,NORTHWEST REGION,Rural,,59.7,Performance Plan: Low Participation,,
1180,Roaring Fork RE-1,561,Basalt Middle School,EM,NORTHWEST REGION,Rural,,70.4,Performance Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,1006,Bridges,H,NORTHWEST REGION,Rural,,59.99,AEC: Improvement Plan,,"2014, 2019 Denied request to reconsider, 2017 Approved request to reconsider"
1180,Roaring Fork RE-1,429,Carbondale Community Charter School,EM,NORTHWEST REGION,Rural,,63.8,Performance Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,1296,Carbondale Middle School,EM,NORTHWEST REGION,Rural,,73.4,Performance Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,2063,Crystal River Elementary School,E,NORTHWEST REGION,Rural,,40.9,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,2013 Denied request to reconsider
1180,Roaring Fork RE-1,3460,Glenwood Springs Elementary School,E,NORTHWEST REGION,Rural,,47.2,Improvement Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,3468,Glenwood Springs High School,H,NORTHWEST REGION,Rural,,66.2,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
1180,Roaring Fork RE-1,3464,Glenwood Springs Middle School,M,NORTHWEST REGION,Rural,,52.1,Improvement Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,7298,Riverview School,EM,NORTHWEST REGION,Rural,,53.1,Performance Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
1180,Roaring Fork RE-1,7422,Roaring Fork High School,H,NORTHWEST REGION,Rural,,72.2,Performance Plan: Meets 95% Participation,,
1180,Roaring Fork RE-1,8038,Sopris Elementary School,E,NORTHWEST REGION,Rural,,50.6,Improvement Plan: Meets 95% Participation,,
2530,Rocky Ford R-2,5114,Jefferson Intermediate School,E,SOUTHEAST REGION,Small Rural,,60.7,Performance Plan: Meets 95% Participation,,2013 Approved request to reconsider
2530,Rocky Ford R-2,7442,Rocky Ford Junior/Senior High School,MH,SOUTHEAST REGION,Small Rural,,56.9,Performance Plan: Meets 95% Participation,,"2011 Approved request to reconsider, 2013 Denied request to reconsider"
2530,Rocky Ford R-2,9264,Washington Primary School,E,SOUTHEAST REGION,Small Rural,,,Improvement Plan,,"2010, 2012, 2013, 2014, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
500,Salida R-32,1554,Crest Academy,EM,NORTHWEST REGION,Rural,,81.3,Performance Plan: Meets 95% Participation,,"2012 Insufficient state evidence, deferred to district rating"
500,Salida R-32,4085,Horizons Exploratory Academy,H,NORTHWEST REGION,Rural,,63.21,AEC: Performance Plan,,2012 Grandfathered in as AEC through approved request for reconsideration; 2017 Denied request to reconsider
500,Salida R-32,5268,Longfellow Elementary School,E,NORTHWEST REGION,Rural,,91.8,Performance Plan: Meets 95% Participation,,
500,Salida R-32,7568,Salida High School,H,NORTHWEST REGION,Rural,,64.2,Performance Plan: Meets 95% Participation,,
500,Salida R-32,4680,Salida Middle School,EM,NORTHWEST REGION,Rural,,76.4,Performance Plan: Meets 95% Participation,,
9050,San Juan BOCES,8121,Southwest Colorado eSchool,MH,SOUTHWEST REGION,Not Rural,,50.7,Improvement Plan: Low Participation,,"2016, 2017 Insufficient state evidence, deferred to district rating"
560,Sanford 6J,7612,Sanford Elementary School,E,SOUTHWEST REGION,Small Rural,,60,Performance Plan: Meets 95% Participation,,
560,Sanford 6J,7616,Sanford Junior/Senior High School,MH,SOUTHWEST REGION,Small Rural,,67.6,Performance Plan: Meets 95% Participation,,
110,Sangre De Cristo Re-22J,7626,Sangre de Cristo Elementary School,E,SOUTHWEST REGION,Small Rural,,85.3,Performance Plan: Meets 95% Participation,,
110,Sangre De Cristo Re-22J,7630,Sangre de Cristo Undivided High School,MH,SOUTHWEST REGION,Small Rural,,71.7,Performance Plan: Meets 95% Participation,,
2750,Sargent RE-33J,7660,Sargent Elementary School,E,SOUTHWEST REGION,Small Rural,,63.6,Performance Plan: Meets 95% Participation,,
2750,Sargent RE-33J,7668,Sargent Junior High School,M,SOUTHWEST REGION,Small Rural,,49,Improvement Plan: Meets 95% Participation,,
2750,Sargent RE-33J,7664,Sargent Senior High School,H,SOUTHWEST REGION,Small Rural,,60.1,Performance Plan: Meets 95% Participation,,
40,School District 27J,700,Belle Creek Charter School,EM,METRO REGION,Not Rural,,67.2,Performance Plan: Meets 95% Participation,,
40,School District 27J,1560,BOLT Academy,H,METRO REGION,Not Rural,Year 1,43.8,Priority Improvement Plan: Decreased due to Participation,Year 2 of Priority Improvement or Turnaround,"2013 New school, deferred to district rating; 2016 Insufficient state evidence, deferred to district rating"
40,School District 27J,1013,Brantner Elementary School,E,METRO REGION,Not Rural,,56.3,Performance Plan: Meets 95% Participation,,"2012 New school, deferred to district rating"
40,School District 27J,1022,Brighton High School,H,METRO REGION,Not Rural,,47.1,Improvement Plan: Low Participation,,2016 Approved request to reconsider
40,School District 27J,1052,Bromley East Charter School,EM,METRO REGION,Not Rural,,55.4,Performance Plan: Meets 95% Participation,,
40,School District 27J,2399,Eagle Ridge Academy,H,METRO REGION,Not Rural,,76,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating"
40,School District 27J,2945,Foundations Academy,EM,METRO REGION,Not Rural,,70.2,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating"
40,School District 27J,3900,Henderson Elementary School,E,METRO REGION,Not Rural,,43.5,Improvement Plan: Meets 95% Participation,,
40,School District 27J,1021,Innovations & Options,MH,METRO REGION,Not Rural,Year 1,47.48,AEC: Improvement Plan,,
40,School District 27J,8032,John W Thimmig Elementary School,E,METRO REGION,Not Rural,,53.4,Performance Plan: Meets 95% Participation,,
40,School District 27J,4950,Landmark Academy at Reunion,EM,METRO REGION,Not Rural,,76.3,Performance Plan: Meets 95% Participation,,
40,School District 27J,5615,Mary E Pennock Elementary School,E,METRO REGION,Not Rural,,57,Performance Plan: Meets 95% Participation,,
40,School District 27J,6294,North Elementary School,E,METRO REGION,Not Rural,,50.4,Improvement Plan: Meets 95% Participation,,
40,School District 27J,6395,Northeast Elementary School,E,METRO REGION,Not Rural,,40.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
40,School District 27J,6702,Otho E Stuart Middle School,M,METRO REGION,Not Rural,Year 1,39.7,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,
40,School District 27J,6638,Overland Trail Middle School,M,METRO REGION,Not Rural,,38.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
40,School District 27J,7129,Prairie View High School,H,METRO REGION,Not Rural,,53.1,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
40,School District 27J,7131,Prairie View Middle School,M,METRO REGION,Not Rural,Year 1,58.7,Performance Plan: Low Participation,,
40,School District 27J,7318,Reunion Elementary School,E,METRO REGION,Not Rural,,90.4,Performance Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
40,School District 27J,7340,Riverdale Ridge High School,H,METRO REGION,Not Rural,,58.7,Performance Plan: Meets 95% Participation,,"2018 New school, deferred to district rating"
40,School District 27J,7351,Rodger Quist Middle School,M,METRO REGION,Not Rural,,41.6,Priority Improvement Plan: Low Participation,Year 1 of Priority Improvement or Turnaround,"2018 New school, deferred to district rating"
40,School District 27J,7714,Second Creek Elementary School,E,METRO REGION,Not Rural,,61.2,Performance Plan: Meets 95% Participation,,
40,School District 27J,8060,South Elementary School,E,METRO REGION,Not Rural,,55.2,Performance Plan: Meets 95% Participation,,
40,School District 27J,8130,Southeast Elementary School,E,METRO REGION,Not Rural,,48.1,Improvement Plan: Meets 95% Participation,,
40,School District 27J,8820,Turnberry Elementary,E,METRO REGION,Not Rural,,69.8,Performance Plan: Meets 95% Participation,,
40,School District 27J,9230,Vikan Middle School,M,METRO REGION,Not Rural,,34.2,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
40,School District 27J,9426,West Ridge Elementary,E,METRO REGION,Not Rural,,62.3,Performance Plan: Meets 95% Participation,,
123,Sheridan 2,3054,Alice Terry Elementary School,E,METRO REGION,Not Rural,,,Performance Plan,,"2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
123,Sheridan 2,7837,Fort Logan Northgate,EM,METRO REGION,Not Rural,,45.1,Improvement Plan: Meets 95% Participation,,
123,Sheridan 2,7842,Sheridan High School,H,METRO REGION,Not Rural,,47.5,Improvement Plan: Meets 95% Participation,,2012 Denied request to reconsider
123,Sheridan 2,8123,SOAR Academy,MH,METRO REGION,Not Rural,Year 3,40.21,AEC: Priority Improvement Plan,Year 4 of Priority Improvement or Turnaround,"2012 New school, deferred to district rating"
740,Sierra Grande R-30,7880,Sierra Grande K-12 School,EMH,SOUTHWEST REGION,Small Rural,,55.2,Performance Plan: Meets 95% Participation,,2013 Approved request to reconsider
2820,Silverton 1,7900,Silverton Elementary School,E,SOUTHWEST REGION,Small Rural,,48.8,Improvement Plan: Low Participation,,2017 Approved request to reconsider
2820,Silverton 1,7904,Silverton High School,H,SOUTHWEST REGION,Small Rural,,48.5,Performance Plan: Low Participation,,"2010, 2018, 2019 Approved request to reconsider; 2016, 2017 Insufficient state evidence, deferred to district rating"
2820,Silverton 1,7902,Silverton Middle School,M,SOUTHWEST REGION,Small Rural,,49.7,Improvement Plan: Low Participation,,"2016 Insufficient state evidence, deferred to district rating; 2018 Denied request to reconsider"
580,South Conejos RE-10,252,Antonito High School,H,SOUTHWEST REGION,Small Rural,Year 2,51.6,Priority Improvement Plan: Decreased due to Participation,Year 3 of Priority Improvement or Turnaround,"2016 Insufficient state evidence, deferred to district rating"
580,South Conejos RE-10,250,Antonito Middle School,M,SOUTHWEST REGION,Small Rural,,65.8,Performance Plan: Meets 95% Participation,,
580,South Conejos RE-10,248,Guadalupe Elementary School,E,SOUTHWEST REGION,Small Rural,,40.5,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2780,South Routt RE 3,8050,Soroco High School,H,NORTHWEST REGION,Small Rural,,84.5,Performance Plan: Meets 95% Participation,,
2780,South Routt RE 3,8048,Soroco Middle School,M,NORTHWEST REGION,Small Rural,,89.6,Performance Plan: Meets 95% Participation,,
2780,South Routt RE 3,8120,South Routt Elementary School,E,NORTHWEST REGION,Small Rural,,55.6,Performance Plan: Meets 95% Participation,,2017 Approved request to reconsider
250,Springfield RE-4,8160,Springfield Elementary School,E,SOUTHEAST REGION,Small Rural,Year 1,56.2,Performance Plan: Meets 95% Participation,,
250,Springfield RE-4,8168,Springfield Junior/Senior High School,MH,SOUTHEAST REGION,Small Rural,,59.6,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,61,Alpine Elementary School,E,NORTH CENTRAL REGION,Not Rural,,53.1,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,226,Altona Middle School,M,NORTH CENTRAL REGION,Not Rural,,76.4,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,71,Aspen Ridge Preparatory School,EM,NORTH CENTRAL REGION,Not Rural,,60.1,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,875,Black Rock Elementary,E,NORTH CENTRAL REGION,Not Rural,,97.8,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,878,Blue Mountain Elementary,E,NORTH CENTRAL REGION,Not Rural,,80.9,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,1148,Burlington Elementary School,E,NORTH CENTRAL REGION,Not Rural,,65.7,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,1284,Carbon Valley Academy,EM,NORTH CENTRAL REGION,Not Rural,,51.1,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,1245,Centennial Elementary,E,NORTH CENTRAL REGION,Not Rural,,66.4,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,1434,Central Elementary School,E,NORTH CENTRAL REGION,Not Rural,,69,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,3194,Coal Ridge Middle School,M,NORTH CENTRAL REGION,Not Rural,,51.4,Improvement Plan: Low Participation,,
470,St Vrain Valley RE1J,1844,Columbine Elementary School,E,NORTH CENTRAL REGION,Not Rural,,63.8,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider
470,St Vrain Valley RE1J,2343,Eagle Crest Elementary School,E,NORTH CENTRAL REGION,Not Rural,,69,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,2758,Erie Elementary School,E,NORTH CENTRAL REGION,Not Rural,,87.5,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,2761,Erie High School,H,NORTH CENTRAL REGION,Not Rural,,72.8,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,2760,Erie Middle School,M,NORTH CENTRAL REGION,Not Rural,,66.8,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,2912,Fall River Elementary School,E,NORTH CENTRAL REGION,Not Rural,,69.4,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,2964,Flagstaff Charter Academy,EM,NORTH CENTRAL REGION,Not Rural,,73.5,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,3196,Frederick Senior High School,H,NORTH CENTRAL REGION,Not Rural,,51.1,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,3473,Grand View Elementary,E,NORTH CENTRAL REGION,Not Rural,,73.6,Performance Plan: Meets 95% Participation,,"2018 New school, deferred to district rating"
470,St Vrain Valley RE1J,4202,Hygiene Elementary School,E,NORTH CENTRAL REGION,Not Rural,,90.5,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,4333,Imagine Charter,EM,NORTH CENTRAL REGION,Not Rural,,69,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,4278,Indian Peaks Elementary School,E,NORTH CENTRAL REGION,Not Rural,,70,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,60,Legacy Elementary School,E,NORTH CENTRAL REGION,Not Rural,,62.6,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,5284,Longmont Estates Elementary School,E,NORTH CENTRAL REGION,Not Rural,,56.9,Performance Plan: Low Participation,,2014 Approved request to reconsider
470,St Vrain Valley RE1J,5282,Longmont High School,H,NORTH CENTRAL REGION,Not Rural,,52.3,Improvement Plan: Meets 95% Participation,,2019 Denied request to reconsider
470,St Vrain Valley RE1J,5288,Longs Peak Middle School,EM,NORTH CENTRAL REGION,Not Rural,,55,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,5364,Lyons Elementary School,E,NORTH CENTRAL REGION,Not Rural,,76.1,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,5368,Lyons Middle/Senior High School,MH,NORTH CENTRAL REGION,Not Rural,,82.5,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,5726,Mead Elementary School,E,NORTH CENTRAL REGION,Not Rural,,88.9,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,5722,Mead High School,H,NORTH CENTRAL REGION,Not Rural,,57.3,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,5730,Mead Middle School,M,NORTH CENTRAL REGION,Not Rural,,92.1,Performance Plan: Low Participation,,
470,St Vrain Valley RE1J,6156,Mountain View Elementary School,E,NORTH CENTRAL REGION,Not Rural,,43.6,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,6274,Niwot Elementary School,E,NORTH CENTRAL REGION,Not Rural,,82.9,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,6276,Niwot High School,H,NORTH CENTRAL REGION,Not Rural,,68.1,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,6404,Northridge Elementary School,E,NORTH CENTRAL REGION,Not Rural,,53.2,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,6498,Olde Columbine High School,H,NORTH CENTRAL REGION,Not Rural,,56.02,AEC: Improvement Plan,,
470,St Vrain Valley RE1J,7157,Prairie Ridge Elementary School,E,NORTH CENTRAL REGION,Not Rural,,64.6,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,5181,Red Hawk Elementary,E,NORTH CENTRAL REGION,Not Rural,,71.8,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,7464,Rocky Mountain Elementary School,E,NORTH CENTRAL REGION,Not Rural,,38.9,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
470,St Vrain Valley RE1J,7584,Sanborn Elementary School,E,NORTH CENTRAL REGION,Not Rural,,50.3,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,7789,Silver Creek High School,H,NORTH CENTRAL REGION,Not Rural,,68.1,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,7954,Skyline High School,H,NORTH CENTRAL REGION,Not Rural,,44.6,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,8055,Soaring Heights PK-8,EM,NORTH CENTRAL REGION,Not Rural,,61.1,Performance Plan: Meets 95% Participation,,"2018 New school, deferred to district rating"
