CAD Incident Number,Response Date,CAD Problem,Latitude,Longitude,Report Date,RMS Call Nature
BCSO200508-015577,5/8/2020,DISTUS-Disturbance,39.969519,-105.337772,5/8/2020,DUI
BCSO200511-015896,5/11/2020,BURGLS-Burglary,40.120888,-105.104176,5/11/2020,DUI
SUPD200513-016040,5/13/2020,TRSTOS-Traffic Stop,39.957627,-105.170155,5/13/2020,DUI
BCSO200516-016388,5/16/2020,TRSTOS-Traffic Stop,40.143245,-105.149835,5/16/2020,DUI
BCSO200719-025476,7/19/2020,INACCS-Injury/Rollover Acciden,40.188704,-105.172725,7/19/2020,DUI
BCSO200720-025635,7/20/2020,WEAPOS-Weapon,40.013095,-105.315079,7/20/2020,DUI
BCSO200725-026348,7/25/2020,SUSPIS-Suspicious,40.000090,-105.212797,7/25/2020,DUI
BCSO200726-026491,7/26/2020,TRSTOS-Traffic Stop,40.086940,-105.182186,7/26/2020,DUI
BCSO200813-028898,8/13/2020,TRSTOS-Traffic Stop,40.042167,-105.244198,8/13/2020,DUI
BCSO200825-030525,8/25/2020,TRSTOS-Traffic Stop,40.115590,-105.160874,8/25/2020,DUI
BCSO200828-031088,8/28/2020,TRSTOS-Traffic Stop,40.088873,-105.190270,8/28/2020,DUI
BCSO200829-031200,8/29/2020,TRSTOS-Traffic Stop,40.015326,-105.324121,8/29/2020,DUI
SUPD200901-031486,9/1/2020,TRSTOS-Traffic Stop,39.926876,-105.148006,9/1/2020,DUI
BCSO200912-033001,9/12/2020,DUIS-Driving Under Influence,40.215704,-105.255416,9/12/2020,DUI
BCSO200914-033285,9/14/2020,DRUNKS-Drunk Person,40.197239,-105.180960,9/14/2020,DUI
BCSO200918-033932,9/18/2020,TRSTOS-Traffic Stop,39.962877,-105.178450,9/18/2020,DUI
BCSO200924-034602,9/24/2020,DUIS-Driving Under Influence,39.959257,-105.169142,9/24/2020,DUI
LYPD200929-035336,9/29/2020,TRSTOS-Traffic Stop,40.218214,-105.264703,9/29/2020,DUI
BCSO201016-037567,10/16/2020,TRSTOS-Traffic Stop,40.014633,-105.178269,10/16/2020,DUI
BCSO201025-038560,10/25/2020,TRSTOS-Traffic Stop,40.000141,-105.178157,10/25/2020,DUI
BCSO201029-038962,10/29/2020,DUIS-Driving Under Influence,40.101604,-105.169158,10/29/2020,DUI
BCSO201101-039338,11/1/2020,INACCS-Injury/Rollover Acciden,39.976424,-105.212833,11/1/2020,DUI
BCSO201106-039950,11/6/2020,DUIS-Driving Under Influence,40.093515,-105.282137,11/6/2020,DUI
BCSO201109-040322,11/9/2020,DUIS-Driving Under Influence,40.123506,-105.131039,11/9/2020,DUI
SUPD201110-040561,11/10/2020,DUIS-Driving Under Influence,39.955959,-105.165238,11/10/2020,DUI
SUPD201127-042452,11/27/2020,DUIS-Driving Under Influence,39.928532,-105.162326,11/27/2020,DUI
BCSO201130-042753,11/30/2020,TRSTOS-Traffic Stop,40.102352,-105.102895,11/30/2020,DUI
BCSO201202-042896,12/2/2020,TRSTOS-Traffic Stop,40.054446,-105.102686,12/2/2020,DUI
BCSO201212-044098,12/12/2020,TRSTOS-Traffic Stop,40.088873,-105.190270,12/12/2020,DUI
BCSO200212-005918,2/12/2020,TRSTOS-Traffic Stop,40.189905,-105.136171,2/12/2020,ELUDING
SUPD200506-015349,5/6/2020,TRSTOS-Traffic Stop,39.955220,-105.168081,5/6/2020,ELUDING
BCSO200908-032592,9/8/2020,HAZARS-Hazard,40.220941,-105.064210,9/8/2020,ELUDING
BCSO200909-032701,9/9/2020,TRSTOS-Traffic Stop,39.955653,-105.169709,9/9/2020,ELUDING
SUPD201008-036428,10/8/2020,TRSTOS-Traffic Stop,39.909454,-105.169700,10/8/2020,ELUDING
BCSO201203-043100,12/3/2020,TRSTOS-Traffic Stop,40.174173,-105.154548,12/3/2020,ELUDING
SUPD200319-010717,3/19/2020,HARASS-Harassment,39.929917,-105.143278,3/19/2020,EXTORTION
SUPD200428-014396,4/28/2020,ASSISS-Assist,39.934717,-105.154387,4/28/2020,EXTORTION
BCSO200520-017037,5/20/2020,THEFTS-Theft,40.064733,-105.183101,5/20/2020,EXTORTION
SUPD200709-023997,7/9/2020,HARASS-Harassment,39.957628,-105.170238,7/9/2020,EXTORTION
BCSO200807-028061,8/7/2020,HARASS-Harassment,40.239529,-105.080580,8/7/2020,EXTORTION
BCSO200824-030458,8/24/2020,FRAUDS-Fraud,40.066649,-105.199571,8/24/2020,EXTORTION
BCSO201029-039050,10/29/2020,UNKNOS-Unknown,40.063355,-105.408873,10/29/2020,EXTORTION
BCSO201204-043201,12/4/2020,HARASS-Harassment,40.108102,-105.147388,12/4/2020,EXTORTION
BCSO200219-006852,2/19/2020,WEAPOS-Weapon,40.075280,-105.206734,2/19/2020,FEL MENACI
BCSO200514-016251,5/14/2020,DISTUS-Disturbance,40.061023,-105.211670,5/14/2020,FEL MENACI
BCSO200517-016677,5/17/2020,DISTUS-Disturbance,40.100254,-105.141350,5/17/2020,FEL MENACI
BCSO200530-018552,5/30/2020,WEAPOS-Weapon,40.032436,-105.521385,5/30/2020,FEL MENACI
NDPD200617-000794,6/17/2020,WEAPOS-Weapon,39.934069,-105.531149,6/17/2020,FEL MENACI
BCSO200702-022987,7/2/2020,ASSAUS-Assault,40.006827,-105.501549,7/2/2020,FEL MENACI
BCSO200705-023337,7/5/2020,WEAPOS-Weapon,40.130829,-105.276606,7/5/2020,FEL MENACI
BCSO200706-023558,7/6/2020,WEAPOS-Weapon,40.101619,-105.165647,7/6/2020,FEL MENACI
SUPD200715-024862,7/15/2020,SUSPIS-Suspicious,39.955233,-105.165770,7/15/2020,FEL MENACI
SUPD200810-028526,8/10/2020,WEAPOS-Weapon,39.955233,-105.165770,8/10/2020,FEL MENACI
BCSO200811-028709,8/11/2020,WEAPOS-Weapon,40.188833,-105.226256,8/11/2020,FEL MENACI
SUPD200919-034077,9/19/2020,DISTUS-Disturbance,39.933401,-105.164872,9/19/2020,FEL MENACI
BCSO201010-036763,10/10/2020,WEAPOS-Weapon,40.072722,-105.178496,10/10/2020,FEL MENACI
BCSO201011-036894,10/11/2020,OAAS-Other Agency Assist,40.075280,-105.206734,10/11/2020,FEL MENACI
BCSO201229-045823,12/29/2020,SHOTSS-Shots Heard,40.220941,-105.064210,12/29/2020,FEL MENACI
BCSO200122-002855,1/22/2020,FRAUDS-Fraud,40.013941,-105.287225,1/22/2020,FIN TRAN D
BCSO200822-030260,8/22/2020,FRAUDS-Fraud,40.206213,-105.105656,8/22/2020,FIN TRAN D
BCSO200210-005670,2/10/2020,FRAUDS-Fraud,40.161135,-105.083652,2/10/2020,FORGERY
BCSO200429-014505,4/29/2020,FOLLOS-Follow-Up,40.055825,-105.202850,4/27/2020,FORGERY
BCSO200515-016369,5/15/2020,FRAUDS-Fraud,40.066975,-105.201162,5/15/2020,FORGERY
SUPD200613-020458,6/13/2020,FRAUDS-Fraud,39.959875,-105.172024,6/13/2020,FORGERY
BCSO200620-021396,6/20/2020,FRAUDS-Fraud,39.931465,-105.428499,6/20/2020,FORGERY
SUPD200910-032799,9/10/2020,THEFTS-Theft,39.956681,-105.176448,9/10/2020,FORGERY
SUPD201006-036208,10/6/2020,FRAUDS-Fraud,39.944566,-105.151142,10/6/2020,FORGERY
BCSO200325-011257,3/25/2020,FRAUDS-Fraud,40.052528,-105.248659,3/26/2020,FRAUD FEL
BCSO200511-015847,5/11/2020,FRAUDS-Fraud,40.070890,-105.138378,5/11/2020,FRAUD FEL
SUPD200615-020715,6/15/2020,FRAUDS-Fraud,39.938444,-105.144426,6/15/2020,FRAUD FEL
BCSO200623-021734,6/23/2020,FRAUDS-Fraud,39.942006,-105.463637,6/23/2020,FRAUD FEL
SUPD200625-022022,6/25/2020,FRAUDS-Fraud,39.957628,-105.170238,6/25/2020,FRAUD FEL
BCSO200810-028537,8/10/2020,FRAUDS-Fraud,40.100189,-105.148144,8/10/2020,FRAUD FEL
BCSO200818-029724,8/18/2020,FRAUDS-Fraud,40.005767,-105.174087,8/18/2020,FRAUD FEL
SUPD200911-032876,9/11/2020,FRAUDS-Fraud,39.920809,-105.155303,9/11/2020,FRAUD FEL
BCSO200930-035393,9/30/2020,FRAUDS-Fraud,40.000331,-105.169529,9/30/2020,FRAUD FEL
SUPD201006-036209,10/6/2020,FRAUDS-Fraud,39.926876,-105.148006,10/7/2020,FRAUD FEL
SUPD201123-041995,11/23/2020,FRAUDS-Fraud,39.939013,-105.144621,11/23/2020,FRAUD FEL
BCSO201127-042365,11/27/2020,FRAUDS-Fraud,40.014411,-105.392308,11/27/2020,FRAUD FEL
BCSO201127-042409,11/27/2020,FRAUDS-Fraud,40.106779,-105.160180,11/27/2020,FRAUD FEL
BCSO201204-043189,12/4/2020,FRAUDS-Fraud,39.988129,-105.444865,12/4/2020,FRAUD FEL
BCSO201208-043585,12/8/2020,FRAUDS-Fraud,40.096871,-105.172747,12/8/2020,FRAUD FEL
LYPD201214-044256,12/14/2020,FRAUDS-Fraud,40.223072,-105.264504,12/14/2020,FRAUD FEL
SUPD201217-044580,12/17/2020,FRAUDS-Fraud,39.935256,-105.156888,12/17/2020,FRAUD FEL
BCSO200909-032678,9/9/2020,FRAUDS-Fraud,40.006530,-105.232545,9/9/2020,FRAUD MIS
BCSO201102-039531,11/2/2020,FRAUDS-Fraud,40.056312,-105.182228,11/2/2020,FRAUD MIS
SUPD200206-005112,2/6/2020,HARASS-Harassment,39.920320,-105.159386,2/6/2020,HARASS GPA
BCSO200214-006248,2/14/2020,ASSAUS-Assault,40.101710,-105.116906,2/14/2020,HARASS GPA
BCSO200221-007104,2/21/2020,DISTUS-Disturbance,40.152408,-105.126394,2/21/2020,HARASS GPA
BCSO200323-011063,3/23/2020,ASSAUS-Assault,40.023906,-105.224004,3/23/2020,HARASS GPA
BCSO200324-011147,3/24/2020,ASSAUS-Assault,39.976249,-105.567470,3/24/2020,HARASS GPA
BCSO200401-011853,4/1/2020,DISTUS-Disturbance,39.972414,-105.100712,4/1/2020,HARASS GPA
BCSO200424-014012,4/24/2020,HARASS-Harassment,40.029236,-105.225388,4/24/2020,HARASS GPA
SUPD200519-016864,5/19/2020,DISTUS-Disturbance,39.933103,-105.140842,5/19/2020,HARASS GPA
BCSO200611-020133,6/11/2020,DISTUS-Disturbance,40.029236,-105.225388,6/11/2020,HARASS GPA
BCSO200618-021127,6/18/2020,FOLLOS-Follow-Up,40.088934,-105.182008,6/18/2020,HARASS GPA
BCSO200625-021989,6/25/2020,ASSAUS-Assault,40.000102,-105.215217,6/25/2020,HARASS GPA
BCSO200903-031811,9/3/2020,DISTUS-Disturbance,40.014755,-105.106680,9/3/2020,HARASS GPA
BCSO201031-039271,10/31/2020,HARASS-Harassment,40.029236,-105.225388,10/31/2020,HARASS GPA
BCSO201105-039941,11/5/2020,HARASS-Harassment,40.029502,-105.393854,11/5/2020,HARASS GPA
BCSO201216-044500,12/16/2020,DISTUS-Disturbance,40.120426,-105.442436,12/16/2020,HARASS GPA
BCSO200108-001050,1/8/2020,HARASS-Harassment,40.023906,-105.224004,1/8/2020,HARASS GPB
BCSO200127-003506,1/27/2020,HARASS-Harassment,39.969540,-105.236511,1/27/2020,HARASS GPB
BCSO200128-003690,1/28/2020,HARASS-Harassment,40.101695,-105.143498,1/28/2020,HARASS GPB
BCSO200130-003974,1/30/2020,HARASS-Harassment,40.101695,-105.143498,1/29/2020,HARASS GPB
BCSO200211-005793,2/11/2020,ASSAUS-Assault,40.003622,-105.210598,2/11/2020,HARASS GPB
BCSO200215-006459,2/15/2020,DISTUS-Disturbance,40.024273,-105.074513,2/15/2020,HARASS GPB
BCSO200221-007076,2/21/2020,FOLLOS-Follow-Up,40.002364,-105.178244,2/22/2020,HARASS GPB
BCSO200226-007649,2/26/2020,HARASS-Harassment,40.008357,-105.143166,2/26/2020,HARASS GPB
SUPD200302-008366,3/2/2020,HARASS-Harassment,39.953065,-105.169464,3/2/2020,HARASS GPB
BCSO200323-011058,3/23/2020,HARASS-Harassment,40.063941,-105.183087,3/23/2020,HARASS GPB
BCSO200405-012189,4/5/2020,ASSAUS-Assault,39.939327,-105.256402,4/5/2020,HARASS GPB
LYPD200406-012315,4/6/2020,HARASS-Harassment,40.233722,-105.279478,4/7/2020,HARASS GPB
BCSO200407-012395,4/7/2020,HARASS-Harassment,40.060310,-105.216132,4/7/2020,HARASS GPB
BCSO200424-013978,4/24/2020,HARASS-Harassment,40.068927,-105.364504,4/24/2020,HARASS GPB
SUPD200425-014047,4/25/2020,HARASS-Harassment,39.954059,-105.169419,4/25/2020,HARASS GPB
BCSO200505-015186,5/5/2020,PECONS-Pedestrian Contact,40.053752,-105.253573,5/3/2020,HARASS GPB
SUPD200512-015987,5/12/2020,HARASS-Harassment,39.934663,-105.154362,5/12/2020,HARASS GPB
BCSO200517-016647,5/17/2020,HARASS-Harassment,39.973524,-105.498862,5/18/2020,HARASS GPB
BCSO200522-017356,5/22/2020,HARASS-Harassment,39.921942,-105.379134,5/22/2020,HARASS GPB
BCSO200526-018022,5/26/2020,SUSPIS-Suspicious,40.107080,-105.166593,5/26/2020,HARASS GPB
BCSO200601-018940,6/1/2020,HARASS-Harassment,40.139699,-105.178358,6/1/2020,HARASS GPB
BCSO200606-019624,6/6/2020,ASSAUS-Assault,40.023860,-105.379447,6/6/2020,HARASS GPB
BCSO200607-019781,6/7/2020,HARASS-Harassment,40.029236,-105.225388,6/7/2020,HARASS GPB
BCSO200608-019877,6/8/2020,ASSAUS-Assault,40.101619,-105.165387,6/8/2020,HARASS GPB
BCSO200612-020274,6/12/2020,HARASS-Harassment,40.090701,-105.262946,6/12/2020,HARASS GPB
BCSO200623-021710,6/23/2020,HARASS-Harassment,40.093671,-105.259673,6/23/2020,HARASS GPB
BCSO200627-022303,6/27/2020,HARASS-Harassment,40.188696,-105.164592,6/27/2020,HARASS GPB
BCSO200628-022352,6/28/2020,DISTUS-Disturbance,40.241479,-105.517213,6/28/2020,HARASS GPB
LYPD200723-026042,7/23/2020,HARASS-Harassment,40.224672,-105.270835,7/23/2020,HARASS GPB
BCSO200728-026719,7/28/2020,HARASS-Harassment,40.012943,-105.137827,7/28/2020,HARASS GPB
BCSO200827-030853,8/27/2020,CRMISS-Criminal Mischief,40.218060,-105.061266,8/27/2020,HARASS GPB
BCSO200828-030984,8/28/2020,DISTUS-Disturbance,39.956301,-105.355851,8/28/2020,HARASS GPB
BCSO200831-031469,8/31/2020,HARASS-Harassment,40.014705,-105.206797,8/31/2020,HARASS GPB
LYPD200904-031960,9/4/2020,HARASS-Harassment,40.223073,-105.264524,9/4/2020,HARASS GPB
BCSO200906-032331,9/6/2020,HARASS-Harassment,40.000123,-105.170892,9/6/2020,HARASS GPB
BCSO201002-035624,10/2/2020,HARASS-Harassment,40.197636,-105.179689,10/2/2020,HARASS GPB
BCSO201204-043128,12/4/2020,HARASS-Harassment,40.139435,-105.283041,12/4/2020,HARASS GPB
LYPD201212-044054,12/12/2020,HARASS-Harassment,40.222121,-105.254570,12/12/2020,HARASS GPB
BCSO201230-045881,12/30/2020,HARASS-Harassment,39.937862,-105.581978,12/30/2020,HARASS GPB
BCSO200103-000378,1/3/2020,CRMISS-Criminal Mischief,40.023472,-105.074506,1/3/2020,HIT RUN
BCSO200122-002890,1/22/2020,HRACCS-Hit and Run,40.011218,-105.137739,1/22/2020,HIT RUN
LYPD200204-004825,2/4/2020,HRACCS-Hit and Run,40.226091,-105.271531,2/4/2020,HIT RUN
SUPD200227-007836,2/27/2020,HRACCS-Hit and Run,39.933891,-105.164414,2/27/2020,HIT RUN
BCSO200228-007917,2/28/2020,HRACCS-Hit and Run,39.937862,-105.581978,2/28/2020,HIT RUN
BCSO200304-008741,3/4/2020,HRACCS-Hit and Run,40.067016,-105.201811,3/4/2020,HIT RUN
SUPD200609-020008,6/9/2020,HRACCS-Hit and Run,39.924064,-105.156617,6/9/2020,HIT RUN
SUPD200703-023017,7/3/2020,HRACCS-Hit and Run,39.925282,-105.149214,7/3/2020,HIT RUN
SUPD200729-026917,7/29/2020,HRACCS-Hit and Run,39.941717,-105.147906,7/29/2020,HIT RUN
SUPD200821-030137,8/21/2020,HRACCS-Hit and Run,39.954123,-105.174687,8/21/2020,HIT RUN
LYPD201003-035761,10/3/2020,HRACCS-Hit and Run,40.223544,-105.269905,10/3/2020,HIT RUN
SUPD201004-035905,10/4/2020,HRACCS-Hit and Run,39.959692,-105.171693,10/4/2020,HIT RUN
SUPD201014-037314,10/14/2020,HRACCS-Hit and Run,39.928969,-105.150233,10/14/2020,HIT RUN
BCSO201103-039582,11/3/2020,HRACCS-Hit and Run,40.013941,-105.287225,11/3/2020,HIT RUN
BCSO201112-040783,11/12/2020,ASSAUS-Assault,39.950575,-105.504308,11/12/2020,HIT RUN
BCSO201126-042307,11/26/2020,HRACCS-Hit and Run,40.029236,-105.225388,11/26/2020,HIT RUN
SUPD201217-044598,12/17/2020,HRACCS-Hit and Run,39.955254,-105.165600,12/17/2020,HIT RUN
SUPD201219-044841,12/19/2020,HRACCS-Hit and Run,39.955924,-105.169715,12/19/2020,HIT RUN
BCSO200823-030362,8/23/2020,DISTUS-Disturbance,40.120249,-105.394125,8/23/2020,HOMICIDE
BCSO200103-000348,1/3/2020,FRAUDS-Fraud,40.012596,-105.142871,1/3/2020,IDEN THEFT
BCSO200104-000528,1/4/2020,THEFTS-Theft,40.008840,-105.213021,1/4/2020,IDEN THEFT
BCSO200115-001935,1/15/2020,FRAUDS-Fraud,40.094342,-105.175254,1/15/2020,IDEN THEFT
BCSO200118-002429,1/18/2020,THEFTS-Theft,40.081555,-105.344914,1/18/2020,IDEN THEFT
SUPD200122-002854,1/22/2020,FRAUDS-Fraud,39.932718,-105.155699,1/22/2020,IDEN THEFT
BCSO200125-003295,1/25/2020,FRAUDS-Fraud,40.226609,-105.150119,1/25/2020,IDEN THEFT
SUPD200127-003572,1/27/2020,FRAUDS-Fraud,39.928969,-105.150233,1/27/2020,IDEN THEFT
BCSO200129-003865,1/29/2020,FRAUDS-Fraud,40.066836,-105.200179,1/29/2020,IDEN THEFT
BCSO200129-003871,1/29/2020,FRAUDS-Fraud,40.000241,-105.169536,1/29/2020,IDEN THEFT
BCSO200129-003882,1/29/2020,THEFTS-Theft,40.056487,-105.179060,1/29/2020,IDEN THEFT
BCSO200206-005109,2/6/2020,FOLLOS-Follow-Up,40.072025,-105.242877,2/6/2020,IDEN THEFT
BCSO200213-006102,2/13/2020,FRAUDS-Fraud,39.925377,-105.395700,2/13/2020,IDEN THEFT
BCSO200214-006292,2/14/2020,FRAUDS-Fraud,40.017280,-105.105337,2/14/2020,IDEN THEFT
BCSO200227-007840,2/27/2020,FRAUDS-Fraud,40.050244,-105.257479,2/27/2020,IDEN THEFT
BCSO200304-008659,3/4/2020,FOLLOS-Follow-Up,40.106260,-105.160185,3/4/2020,IDEN THEFT
BCSO200304-008726,3/4/2020,FOLLOS-Follow-Up,40.042224,-105.316094,3/4/2020,IDEN THEFT
BCSO200304-008744,3/4/2020,FRAUDS-Fraud,40.061003,-105.370902,3/4/2020,IDEN THEFT
BCSO200309-009401,3/9/2020,FRAUDS-Fraud,40.151505,-105.146926,3/9/2020,IDEN THEFT
SUPD200309-009410,3/9/2020,ASSISS-Assist,39.942569,-105.150958,3/9/2020,IDEN THEFT
BCSO200309-009427,3/9/2020,THEFTS-Theft,40.101623,-105.167284,3/9/2020,IDEN THEFT
BCSO200312-009864,3/12/2020,CRTRES-Criminal Trespass,39.956996,-105.230649,3/12/2020,IDEN THEFT
BCSO200316-010314,3/16/2020,FRAUDS-Fraud,40.092496,-105.262430,3/16/2020,IDEN THEFT
BCSO200321-010835,3/21/2020,FRAUDS-Fraud,40.101703,-105.125572,3/21/2020,IDEN THEFT
SUPD200331-011796,3/31/2020,FRAUDS-Fraud,39.922839,-105.150443,3/31/2020,IDEN THEFT
BCSO200401-011888,4/1/2020,FRAUDS-Fraud,40.107384,-105.164511,4/2/2020,IDEN THEFT
BCSO200414-013090,4/14/2020,FRAUDS-Fraud,40.060998,-105.183577,4/14/2020,IDEN THEFT
BCSO200415-013185,4/15/2020,FRAUDS-Fraud,40.032299,-105.204590,4/15/2020,IDEN THEFT
BCSO200416-013271,4/16/2020,FRAUDS-Fraud,39.973097,-105.179795,4/16/2020,IDEN THEFT
BCSO200416-013296,4/16/2020,FOLLOS-Follow-Up,40.032299,-105.204590,4/16/2020,IDEN THEFT
BCSO200419-013499,4/19/2020,FRAUDS-Fraud,40.049602,-105.254927,4/19/2020,IDEN THEFT
BCSO200421-013671,4/21/2020,FRAUDS-Fraud,40.054528,-105.314380,4/21/2020,IDEN THEFT
SUPD200428-014435,4/28/2020,THEFTS-Theft,39.923875,-105.148613,4/28/2020,IDEN THEFT
BCSO200504-015074,5/4/2020,FRAUDS-Fraud,40.029236,-105.225388,5/4/2020,IDEN THEFT
BCSO200504-015079,5/4/2020,FRAUDS-Fraud,39.949741,-105.241336,5/4/2020,IDEN THEFT
SUPD200509-015693,5/9/2020,FRAUDS-Fraud,39.959875,-105.172024,5/9/2020,IDEN THEFT
SUPD200511-015853,5/11/2020,FRAUDS-Fraud,39.931577,-105.161112,5/11/2020,IDEN THEFT
BCSO200512-016006,5/12/2020,THEFTS-Theft,40.036373,-105.373891,5/12/2020,IDEN THEFT
BCSO200513-016163,5/13/2020,FOLLOS-Follow-Up,40.066676,-105.199658,5/13/2020,IDEN THEFT
BCSO200602-019004,6/2/2020,THEFTS-Theft,40.032676,-105.211411,6/2/2020,IDEN THEFT
BCSO200603-019124,6/3/2020,FRAUDS-Fraud,40.063887,-105.311058,6/3/2020,IDEN THEFT
BCSO200604-019290,6/4/2020,FRAUDS-Fraud,40.072202,-105.194490,6/4/2020,IDEN THEFT
SUPD200604-019322,6/4/2020,FRAUDS-Fraud,39.932539,-105.138736,6/4/2020,IDEN THEFT
BCSO200605-019425,6/5/2020,FRAUDS-Fraud,40.056302,-105.197925,6/5/2020,IDEN THEFT
SUPD200605-019457,6/5/2020,FRAUDS-Fraud,39.957627,-105.170155,6/5/2020,IDEN THEFT
SUPD200607-019784,6/7/2020,FRAUDS-Fraud,39.946138,-105.157701,6/7/2020,IDEN THEFT
BCSO200617-021029,6/17/2020,CRTRES-Criminal Trespass,39.919920,-105.236625,6/17/2020,IDEN THEFT
SUPD200623-021671,6/23/2020,FRAUDS-Fraud,39.923246,-105.163585,6/23/2020,IDEN THEFT
BCSO200703-023082,7/3/2020,CRTRES-Criminal Trespass,39.999447,-105.290755,7/3/2020,IDEN THEFT
BCSO200706-023550,7/6/2020,FRAUDS-Fraud,39.975889,-105.194032,7/6/2020,IDEN THEFT
BCSO200710-024012,7/10/2020,CRTRES-Criminal Trespass,40.098964,-105.145242,7/10/2020,IDEN THEFT
BCSO200714-024619,7/14/2020,FRAUDS-Fraud,40.036451,-105.121464,7/14/2020,IDEN THEFT
BCSO200716-025000,7/16/2020,CRTRES-Criminal Trespass,40.034394,-105.233819,7/16/2020,IDEN THEFT
LYPD200722-025853,7/22/2020,FRAUDS-Fraud,40.220637,-105.273064,7/22/2020,IDEN THEFT
LYPD200723-026009,7/23/2020,FRAUDS-Fraud,40.221547,-105.271659,7/23/2020,IDEN THEFT
LYPD200727-026615,7/27/2020,FRAUDS-Fraud,40.221557,-105.257730,7/27/2020,IDEN THEFT
BCSO200803-027540,8/3/2020,FRAUDS-Fraud,40.049697,-105.266650,8/3/2020,IDEN THEFT
SUPD200807-028056,8/7/2020,CRTRES-Criminal Trespass,39.934392,-105.138785,8/7/2020,IDEN THEFT
LYPD200807-028100,8/7/2020,FRAUDS-Fraud,40.221598,-105.271657,8/7/2020,IDEN THEFT
BCSO200813-028953,8/13/2020,FRAUDS-Fraud,40.192653,-105.485021,8/13/2020,IDEN THEFT
BCSO200813-028958,8/13/2020,FRAUDS-Fraud,40.061741,-105.187666,8/13/2020,IDEN THEFT
BCSO200813-028962,8/13/2020,FRAUDS-Fraud,40.065433,-105.182209,8/13/2020,IDEN THEFT
BCSO200814-029084,8/14/2020,FRAUDS-Fraud,40.112053,-105.126237,8/14/2020,IDEN THEFT
BCSO200814-029118,8/14/2020,FRAUDS-Fraud,40.198812,-105.178026,8/14/2020,IDEN THEFT
BCSO200814-029155,8/14/2020,FRAUDS-Fraud,40.066141,-105.182219,8/14/2020,IDEN THEFT
BCSO200819-029851,8/19/2020,FRAUDS-Fraud,40.039755,-105.300809,8/19/2020,IDEN THEFT
BCSO200825-030605,8/25/2020,FRAUDS-Fraud,40.005820,-105.210828,8/25/2020,IDEN THEFT
BCSO200826-030692,8/26/2020,FRAUDS-Fraud,40.057865,-105.190356,8/26/2020,IDEN THEFT
BCSO200826-030740,8/26/2020,FRAUDS-Fraud,40.016101,-105.349703,8/26/2020,IDEN THEFT
BCSO200827-030865,8/27/2020,CRTRES-Criminal Trespass,39.919920,-105.236625,8/27/2020,IDEN THEFT
BCSO200827-030906,8/27/2020,FRAUDS-Fraud,40.054004,-105.359026,8/27/2020,IDEN THEFT
BCSO200830-031229,8/30/2020,FRAUDS-Fraud,39.976450,-105.478152,8/30/2020,IDEN THEFT
BCSO200902-031750,9/2/2020,FRAUDS-Fraud,40.040006,-105.389370,9/3/2020,IDEN THEFT
BCSO200904-031982,9/4/2020,FRAUDS-Fraud,40.002748,-105.471704,9/4/2020,IDEN THEFT
SUPD200908-032503,9/8/2020,FRAUDS-Fraud,39.926396,-105.162977,9/8/2020,IDEN THEFT
SUPD200914-033244,9/14/2020,FRAUDS-Fraud,39.955959,-105.165238,9/14/2020,IDEN THEFT
BCSO200916-033468,9/16/2020,THEFTS-Theft,40.057995,-105.194187,9/16/2020,IDEN THEFT
BCSO200920-034155,9/20/2020,FRAUDS-Fraud,40.048826,-105.255418,9/20/2020,IDEN THEFT
BCSO200921-034259,9/21/2020,THEFTS-Theft,39.942685,-105.427007,9/21/2020,IDEN THEFT
SUPD200922-034369,9/22/2020,FRAUDS-Fraud,39.937551,-105.161182,9/22/2020,IDEN THEFT
BCSO200923-034531,9/23/2020,THEFTS-Theft,39.986568,-105.195372,9/23/2020,IDEN THEFT
BCSO200923-034543,9/23/2020,FRAUDS-Fraud,40.058604,-105.313076,9/23/2020,IDEN THEFT
BCSO200925-034758,9/25/2020,CRTRES-Criminal Trespass,40.050430,-105.254477,9/25/2020,IDEN THEFT
BCSO200930-035434,9/30/2020,CRTRES-Criminal Trespass,39.982428,-105.447337,9/30/2020,IDEN THEFT
SUPD201002-035629,10/2/2020,THEFTS-Theft,39.938447,-105.144071,10/2/2020,IDEN THEFT
BCSO201005-036048,10/5/2020,CRTRES-Criminal Trespass,40.080469,-105.262012,10/5/2020,IDEN THEFT
BCSO201009-036534,10/9/2020,FRAUDS-Fraud,40.029236,-105.225388,10/9/2020,IDEN THEFT
BCSO201015-037439,10/15/2020,CRTRES-Criminal Trespass,39.999447,-105.290755,10/15/2020,IDEN THEFT
BCSO201019-037910,10/19/2020,FRAUDS-Fraud,40.085799,-105.304223,10/19/2020,IDEN THEFT
BCSO201020-037973,10/20/2020,FOLLOS-Follow-Up,40.023906,-105.224004,10/19/2020,IDEN THEFT
BCSO201020-038027,10/20/2020,CRTRES-Criminal Trespass,40.036599,-105.105081,10/20/2020,IDEN THEFT
BCSO201020-038057,10/20/2020,CRTRES-Criminal Trespass,40.000112,-105.194916,10/20/2020,IDEN THEFT
BCSO201023-038360,10/23/2020,FRAUDS-Fraud,40.093512,-105.262432,10/23/2020,IDEN THEFT
BCSO201023-038411,10/23/2020,FRAUDS-Fraud,40.059953,-105.196932,10/23/2020,IDEN THEFT
SUPD201028-038857,10/28/2020,FRAUDS-Fraud,39.937064,-105.149983,10/28/2020,IDEN THEFT
